證券代碼,簡稱,年月日,報酬率小數點
5871,中租-KY      ,20181207,0.020986
5871,中租-KY      ,20181210,-0.002055
5871,中租-KY      ,20181211,-0.014418
5871,中租-KY      ,20181212,0.014629
5871,中租-KY      ,20181213,0
5871,中租-KY      ,20181214,0.008239
5871,中租-KY      ,20181217,0.004086
5871,中租-KY      ,20181218,-0.003052
5871,中租-KY      ,20181219,-0.006122
5871,中租-KY      ,20181220,-0.001027
5871,中租-KY      ,20181221,-0.008222
5871,中租-KY      ,20181222,-0.007254
5871,中租-KY      ,20181224,0.004175
5871,中租-KY      ,20181225,-0.017672
5871,中租-KY      ,20181226,0.005291
5871,中租-KY      ,20181227,0.02
5871,中租-KY      ,20181228,0
9910,豐泰         ,20180102,0.00738
9910,豐泰         ,20180103,0
9910,豐泰         ,20180104,0.003663
9910,豐泰         ,20180105,0
9910,豐泰         ,20180108,0.00365
9910,豐泰         ,20180109,0.007273
9910,豐泰         ,20180110,0.00722
9910,豐泰         ,20180111,0
9910,豐泰         ,20180112,0.007168
9910,豐泰         ,20180115,0
9910,豐泰         ,20180116,-0.010676
9910,豐泰         ,20180117,-0.010791
9910,豐泰         ,20180118,0.007273
9910,豐泰         ,20180119,-0.01083
9910,豐泰         ,20180122,0.032847
9910,豐泰         ,20180123,0.003534
9910,豐泰         ,20180124,0.003521
9910,豐泰         ,20180125,0.038596
9910,豐泰         ,20180126,-0.010135
9910,豐泰         ,20180129,-0.027304
9910,豐泰         ,20180130,-0.024561
9910,豐泰         ,20180131,-0.007194
9910,豐泰         ,20180201,-0.01087
9910,豐泰         ,20180202,-0.010989
9910,豐泰         ,20180205,0
9910,豐泰         ,20180206,-0.074074
9910,豐泰         ,20180207,0.028
9910,豐泰         ,20180208,0.003891
9910,豐泰         ,20180209,-0.027132
9910,豐泰         ,20180212,0.01992
9910,豐泰         ,20180221,0.042969
9910,豐泰         ,20180222,-0.003745
9910,豐泰         ,20180223,0.011278
9910,豐泰         ,20180226,0.011152
9910,豐泰         ,20180227,0.022059
9910,豐泰         ,20180301,-0.028777
9910,豐泰         ,20180302,-0.018519
9910,豐泰         ,20180305,0.007547
9910,豐泰         ,20180306,-0.011236
9910,豐泰         ,20180307,0.011364
9910,豐泰         ,20180308,0.011236
9910,豐泰         ,20180309,0
9910,豐泰         ,20180312,-0.007407
9910,豐泰         ,20180313,0
9910,豐泰         ,20180314,-0.003731
9910,豐泰         ,20180315,-0.007491
9910,豐泰         ,20180316,-0.011321
9910,豐泰         ,20180319,-0.003817
9910,豐泰         ,20180320,0.011494
9910,豐泰         ,20180321,-0.011364
9910,豐泰         ,20180322,0.011494
9910,豐泰         ,20180323,0
9910,豐泰         ,20180326,-0.011364
9910,豐泰         ,20180327,0.011494
9910,豐泰         ,20180328,0.003788
9910,豐泰         ,20180329,0
9910,豐泰         ,20180330,0.003774
9910,豐泰         ,20180331,-0.018797
9910,豐泰         ,20180402,0.019157
9910,豐泰         ,20180403,-0.011278
9910,豐泰         ,20180409,0.003802
9910,豐泰         ,20180410,0.007576
9910,豐泰         ,20180411,0.015038
9910,豐泰         ,20180412,0.003704
9910,豐泰         ,20180413,-0.01845
9910,豐泰         ,20180416,0.045113
9910,豐泰         ,20180417,0.003597
9910,豐泰         ,20180418,-0.02509
9910,豐泰         ,20180419,0.014706
9910,豐泰         ,20180420,0
9910,豐泰         ,20180423,-0.021739
9910,豐泰         ,20180424,-0.02963
9910,豐泰         ,20180425,0.007634
9910,豐泰         ,20180426,0.007576
9910,豐泰         ,20180427,0.003759
9910,豐泰         ,20180430,0.011236
9910,豐泰         ,20180502,-0.014815
9910,豐泰         ,20180503,-0.007519
9910,豐泰         ,20180504,-0.003788
9910,豐泰         ,20180507,0.007605
9910,豐泰         ,20180508,-0.003774
9910,豐泰         ,20180509,0.015152
9910,豐泰         ,20180510,-0.014925
9910,豐泰         ,20180511,0.007576
9910,豐泰         ,20180514,0.003759
9910,豐泰         ,20180515,-0.018727
9910,豐泰         ,20180516,0.022901
9910,豐泰         ,20180517,-0.014925
9910,豐泰         ,20180518,0.018939
9910,豐泰         ,20180521,-0.011152
9910,豐泰         ,20180522,-0.003759
9910,豐泰         ,20180523,0
9910,豐泰         ,20180524,0.003774
9910,豐泰         ,20180525,-0.011278
9910,豐泰         ,20180528,0.003802
9910,豐泰         ,20180529,0.007576
9910,豐泰         ,20180530,-0.018797
9910,豐泰         ,20180531,0.019157
9910,豐泰         ,20180601,0.003759
9910,豐泰         ,20180604,0.003745
9910,豐泰         ,20180605,0.011194
9910,豐泰         ,20180606,0.01845
9910,豐泰         ,20180607,0.007246
9910,豐泰         ,20180608,0.007194
9910,豐泰         ,20180611,-0.003571
9910,豐泰         ,20180612,-0.003584
9910,豐泰         ,20180613,-0.010791
9910,豐泰         ,20180614,-0.007273
9910,豐泰         ,20180615,0.025641
9910,豐泰         ,20180619,-0.039286
9910,豐泰         ,20180620,0.037175
9910,豐泰         ,20180621,-0.010753
9910,豐泰         ,20180622,-0.018116
9910,豐泰         ,20180625,0.00369
9910,豐泰         ,20180626,0.029412
9910,豐泰         ,20180627,0.007143
9910,豐泰         ,20180628,-0.010638
9910,豐泰         ,20180629,0.096774
9910,豐泰         ,20180702,0
9910,豐泰         ,20180703,-0.019608
9910,豐泰         ,20180704,0.02
9910,豐泰         ,20180705,-0.019608
9910,豐泰         ,20180706,0.036667
9910,豐泰         ,20180709,-0.045016
9910,豐泰         ,20180710,0.013468
9910,豐泰         ,20180711,-0.006645
9910,豐泰         ,20180712,0.056856
9910,豐泰         ,20180713,0.012658
9910,豐泰         ,20180716,0.01875
9910,豐泰         ,20180717,0.01227
9910,豐泰         ,20180718,0.01875
9910,豐泰         ,20180719,0.015337
9910,豐泰         ,20180720,-0.024169
9910,豐泰         ,20180723,0.012384
9910,豐泰         ,20180724,0.033639
9910,豐泰         ,20180725,0
9910,豐泰         ,20180726,-0.002959
9910,豐泰         ,20180727,0.020772
9910,豐泰         ,20180730,0.02907
9910,豐泰         ,20180731,-0.00565
9910,豐泰         ,20180801,-0.017045
9910,豐泰         ,20180802,0.00289
9910,豐泰         ,20180803,0.008646
9910,豐泰         ,20180806,-0.011429
9910,豐泰         ,20180807,0.00289
9910,豐泰         ,20180808,0.037464
9910,豐泰         ,20180809,0
9910,豐泰         ,20180810,-0.002778
9910,豐泰         ,20180813,-0.033426
9910,豐泰         ,20180814,0.0317
9910,豐泰         ,20180815,-0.01676
9910,豐泰         ,20180816,-0.008523
9910,豐泰         ,20180817,0.017192
9910,豐泰         ,20180820,0.014085
9910,豐泰         ,20180821,0.038889
9910,豐泰         ,20180822,0.032086
9910,豐泰         ,20180823,0.018135
9910,豐泰         ,20180824,-0.040712
9910,豐泰         ,20180827,0.002653
9910,豐泰         ,20180828,0.005291
9910,豐泰         ,20180829,0
9910,豐泰         ,20180830,-0.028947
9910,豐泰         ,20180831,0.00813
9910,豐泰         ,20180903,-0.008065
9910,豐泰         ,20180904,0.00271
9910,豐泰         ,20180905,-0.040541
9910,豐泰         ,20180906,0.016901
9910,豐泰         ,20180907,0
9910,豐泰         ,20180910,-0.00554
9910,豐泰         ,20180911,0.022284
9910,豐泰         ,20180912,0.032698
9910,豐泰         ,20180913,0.029024
9910,豐泰         ,20180914,0
9910,豐泰         ,20180917,-0.015385
9910,豐泰         ,20180918,0
9910,豐泰         ,20180919,0.026042
9910,豐泰         ,20180920,-0.015228
9910,豐泰         ,20180921,0.020619
9910,豐泰         ,20180925,0.050505
9910,豐泰         ,20180926,-0.088942
9910,豐泰         ,20180927,0.002639
9910,豐泰         ,20180928,-0.010526
9910,豐泰         ,20181001,0.010638
9910,豐泰         ,20181002,0
9910,豐泰         ,20181003,-0.002632
9910,豐泰         ,20181004,-0.002639
9910,豐泰         ,20181005,-0.02381
9910,豐泰         ,20181008,-0.04065
9910,豐泰         ,20181009,0
9910,豐泰         ,20181011,-0.081921
9910,豐泰         ,20181012,0.083077
9910,豐泰         ,20181015,-0.045455
9910,豐泰         ,20181016,-0.02381
9910,豐泰         ,20181017,0.054878
9910,豐泰         ,20181018,0.034682
9910,豐泰         ,20181019,0.005587
9910,豐泰         ,20181022,0.038889
9910,豐泰         ,20181023,-0.034759
9910,豐泰         ,20181024,-0.019391
9910,豐泰         ,20181025,-0.042373
9910,豐泰         ,20181026,0.050147
9910,豐泰         ,20181029,0.081461
9910,豐泰         ,20181030,-0.012987
9910,豐泰         ,20181031,-0.021053
9910,豐泰         ,20181101,-0.018817
9910,豐泰         ,20181102,0.008219
9910,豐泰         ,20181105,-0.046196
9910,豐泰         ,20181106,0.045584
9910,豐泰         ,20181107,0.013624
9910,豐泰         ,20181108,0.021505
9910,豐泰         ,20181109,0.005263
9910,豐泰         ,20181112,0.010471
9910,豐泰         ,20181113,0.007772
9910,豐泰         ,20181114,0
9910,豐泰         ,20181115,-0.002571
9910,豐泰         ,20181116,-0.007732
9910,豐泰         ,20181119,-0.002597
9910,豐泰         ,20181120,-0.010417
9910,豐泰         ,20181121,0.005263
9910,豐泰         ,20181122,-0.005236
9910,豐泰         ,20181123,-0.013158
9910,豐泰         ,20181126,-0.008
9910,豐泰         ,20181127,0
9910,豐泰         ,20181128,0.043011
9910,豐泰         ,20181129,0.025773
9910,豐泰         ,20181130,-0.015075
9910,豐泰         ,20181203,-0.002551
9910,豐泰         ,20181204,0.01023
9910,豐泰         ,20181205,-0.050633
9910,豐泰         ,20181206,0.024
9910,豐泰         ,20181207,-0.005208
9910,豐泰         ,20181210,-0.031414
9910,豐泰         ,20181211,-0.005405
9910,豐泰         ,20181212,-0.019022
9910,豐泰         ,20181213,0.01108
9910,豐泰         ,20181214,-0.010959
9910,豐泰         ,20181217,0
9910,豐泰         ,20181218,-0.022161
9910,豐泰         ,20181219,-0.005666
9910,豐泰         ,20181220,-0.008547
9910,豐泰         ,20181221,0.020115
9910,豐泰         ,20181222,-0.005634
9910,豐泰         ,20181224,-0.011331
9910,豐泰         ,20181225,-0.017192
9910,豐泰         ,20181226,0
9910,豐泰         ,20181227,0.03207
9910,豐泰         ,20181228,-0.008475
,,,
